,question_id,corpus_id
107,aa2a714d00de99332c5ad7fcbd9d47e8,23/2015/nđ-cp_2
108,f44ad3d21d27ad762b9fe3a5181eb40e,53/2020/nđ-cp_5
109,559d9bbf2f081f01a3e540ce2db15991,205/2013/tt-btc_44
110,1f92856c254dd897fa0725e870f84c33,50/2019/nđ-cp_5
111,716195083289686483e1ce8663d839ba,02/2014/ttlt-tandtc-vksndtc-btp-btc_9
112,d67f16bc029a9bc3910b3ba155e2c6e8,63/2013/nđ-cp_14
113,d67f16bc029a9bc3910b3ba155e2c6e8,13/2014/tt-btp_8
114,eb19da44545d6444bdc3813ce4e7800d,73/2006/qh_15
115,0caad2a945db299975e46f5bbde59b8e,112/2020/nđ-cp_2
116,f75ec351976c0810877387571cadf133,96/2018/nđ-cp_16
117,aeb612631c66d9b20738ed6698c4f77d,91/2015/qh13_630
118,56d5b6243c10eb338549300cd03fd885,14/2020/tt-byt_5
119,ee6f4560fe66e16dd299c5bd33f18226,28/2019/nđ-cp_12
120,183c6d8ec1dbcbc066dd318e4e18e44b,17/2019/tt-byt_21
121,0aedc00028a92c75e26716ff7c30c559,155/2020/nđ-cp_138
122,e86ab01d3c107a42053bfb82e2e48600,159/2018/nđ-cp_9
123,2342d2ceb3fbc0d309c4100526b397f4,21/2014/tt-bkhcn_3
124,2ff1b25a3a994a2ad3c5e904c0db1b73,06/2019/nđ-cp_3
125,2846a7ecc10545b677cedd3caa8cfe17,166/2018/nđ-cp_22
126,b712bff33b131e0ba8f2d18746a86769,19/2018/tt-bct_18
127,59708aedd176080786d38efbf508c363,03/2020/tt-bgtvt_36
128,58bae9de200d788ab19c032458296d5b,82/2020/nđ-cp_15
129,b42e20a790b212a6ea01f1512bba2cd6,24/2000/qh10_35
130,24d9c14e786062a377c5c4ce3aa5b849,03/2003/qh11_4
131,f441fab2df3453d13122bcbe37d05c3e,19/2010/tt-btnmt_11
132,23a244c5f2c2fe6c1c9f4ef47472db45,160/2018/nđ-cp_16
133,0751509e2018f6e1a882c53e7f322913,48/2020/tt-bgdđt_4
134,b97218c27bc03d5f3ba40a596e967517,44/2018/tt-byt_12
135,96ccf52ca3af3679a2c14271f5f603e1,43/2019/qh14_49
136,f2f544cca405ff27ad52b3e7fed85899,50/2019/tt-btc_8
137,8790c649782230b5b1b392db836bd08a,115/2020/nđ-cp_6
138,5015006948e3a6a4f2d8296464c6c0a8,120/2020/tt-btc_4
139,741200edcc0a50cdda2a961a4e2fc2ff,100/2019/nđ-cp_66
140,b54ad518d1aa6668450bc504106fe436,01/2018/tt-bkhcn_2
141,f728a58293f6395d17a30fa3f6921079,05/2021/nđ-cp_17
142,f5af352c19e7ad326fb2f4b5813c49bd,59/2020/qh14_185
143,aff94b6162faffc5d85d5fb5c2143c10,155/2020/nđ-cp_194
144,25f6615b6676ae846fc18cf2b1df623e,156/2020/nđ-cp_3
145,e0aec8cb9f64137c53d30ec4fdd111dd,03/2020/tt-bxd_3
146,1a4ea7a99f4ba892ec0313d051c0acd0,158/2020/nđ-cp_7
147,933a396da03db90df6a0774be4a9e033,26/2009/tt-bnn_6
148,cdc87c332596069fed541a619659fb45,43/2019/qh14_4
149,e115a30c1745d943443ea81e39ee8702,08/2021/nđ-cp_41
150,f059cfde0d6fef97e5558d915040d27f,85/2020/nđ-cp_4
151,6c19d4507d2aeeb39fddc2d1ef45c8ba,126/2007/nđ-cp_2
152,ce879b130207fdb89e266c495b7ffa73,33/2018/tt-blđtbxh_2
153,6eefba70441de5fb16b52d7718defb8c,155/2020/nđ-cp_158
154,17e5d2344608ff3f096a0ff76e6620bf,140/2018/nđ-cp_5
155,bfdbd9f28062bb9c71a71722bc83c8f0,23/2015/nđ-cp_29
156,c7d40ab53715a607fa6ca50ead953f6f,36/2020/nđ-cp_6
157,916f99b1970d3f6a439b22bec8062197,45/2017/tt-byt_3
158,0eff217633d10c32db20512c5d2c2764,30/2019/tt-btc_19
159,f692fb4121659393c9878d6ac9f0d916,93/2020/nđ-cp_21
160,254ff2c00be1a452a6b2fd8d56531454,88/2019/nđ-cp_14
161,70d43255eadfe8311ae638de60a2e61a,100/2019/nđ-cp_6
162,6a7f3556797678dfd1b1e85f947af845,75/2018/nđ-cp_3
163,85b5456e425b8e24bf0e980d0c644838,53/2019/qh14_37
164,46b04887ef8f253fe495a059f701dded,36/2019/nđ-cp_10
165,e834beab755fc50f09619c8fdf87d5a2,15/2016/tt-bca_10
166,4a028aed0ff68fa788ee9ecf79d644a9,134/2016/nđ-cp_4
167,8c0f744a438efc8d5c3b4131ce182182,119/2017/nđ-cp_21
168,699ca7814ee8a1a907be9191eb25fc47,02/2020/tt-btttt_5
169,e9113cda3473e70b22812465238aa3a4,59/2019/nđ-cp_47
170,6e074aa0ef713413cb885ad31cdc853a,43/2019/qh14_6
171,1de6913e9a24ce334bfebca1cb1115b4,42/2016/tt-btnmt_3
172,b74ecba129c4333b977f2070d211ee00,08/2018/tt-bxd_3
173,1f548c2d2c84b23aeefffec90bb2b18b,41/2019/qh14_58
174,6176d2dac04c4fc6c07c525d4844ea4c,46/2019/qh14_9
175,592323a34396866675b62c1856f9bea9,44/2011/tt-bca_6
176,7d30d2c617cc481a2ba2b34ac6e5a708,100/2019/nđ-cp_6
177,b1417fb02fae83c6b183d85e5ffb2c68,21/2014/tt-bkhcn_3
178,c1ed542197ee43aba94a7467589b7bcb,155/2020/nđ-cp_99
179,63c0805292a7dd2677487aa4238e7629,22/2018/qh14_23
180,b4ad5303fbd84c204f5293f080bc6f3b,57/2020/tt-bqp_4
181,4414bd7c8a59eb6523a0e7b387119cb2,91/2015/qh13_590
182,a801c72a3629c41c7a34087c188bf74f,130/2018/tt-btc_6
183,55ed09329836a5b928711ad427ff8800,15/2020/nđ-cp_8
184,bcbbd4cc6d91597c795981817ec63db9,50/2019/nđ-cp_25
185,94d635dae0a0c86cd2d963091ac019ad,66/2015/tt-bca_6
186,19b6a6007708c3a38d59b58cf08e33f5,24/2020/nđ-cp_5
187,1620e5070bc89d8682b826076727a972,100/2019/nđ-cp_5
188,135d01b7fef8b053add57d58c372b442,14/2014/tt-blđtbxh_9
189,32a3669b55078143f7a88f9bb654abbc,19/2010/tt-btnmt_5
190,735733d22a4cb781397ac75f0d36bc98,03/2018/tt-bnv_3
191,f90b1836ffb696b471da49086f0296af,100/2019/nđ-cp_23
192,30f5b40eff5f41cffbef48ce57881ab7,47/2014/nđ-cp_24
193,117baa94eb7eb0ba4c88e563edcea547,54/2010/qh12_56
194,c3799e8baab5cd48188a7da9d458ae0f,48/2019/tt-btc_7
195,6d5f5976f799412a9c13a8d34129fa95,158/2013/nđ-cp_19
196,b3c6451e8f17b8d5a7a60d7757750105,17/2018/tt-bca_7
197,fa136cd9273727e1f693b8325bd635cc,44/2011/tt-bca_2
198,d5b538b946e82d740339b0286b03c229,35/2019/nđ-cp_8
199,5088b986f14eb276798af58ee04ba161,100/2019/nđ-cp_11
200,cff6d37f0e34502207eeef74d3f3d942,38/2018/tt-bnnptnt_18
201,43ceb40239283986193393285e677d50,100/2019/nđ-cp_5
202,03d587dd91c8f4c57fc862e413e3b461,57/2014/qh13_37
203,80ec0771776b84280dad0c0e0dcb1a36,138/2013/tt-btc_4
204,e41809a026e2118456a0df56ed1852ce,35/2011/tt-btc_7
205,ade365e2ec564c48d48340a04d3a0f9a,02/2020/tt-bvhttdl_17
206,a9bb8ae8a0ae7916f0546dd73c87fcb8,43/2020/nđ-cp_3
207,108f40328a7f089518e2acbea9631168,100/2019/nđ-cp_38
208,71caa971e4afc3a56d5e10c833c5f675,54/2019/qh14_108
209,6143a731a35a3caf17281e6f03480a0a,04/2015/tt-btp_5
210,6f9703de97210d152655eff80145f384,91/2015/qh13_328
211,8566fb9669f3c2086b9e5cea4306a162,195/2013/nđ-cp_17
212,8566fb9669f3c2086b9e5cea4306a162,01/2020/tt-btttt_24
213,8566fb9669f3c2086b9e5cea4306a162,195/2013/nđ-cp_18
214,abac8cd256213847dbde3dfe6adf46bf,15/2019/tt-byt_12
215,748de634425f9a7cf6a454aaedce97f7,91/2015/qh13_355
216,a5c143de99a853211f8ef925df46ba68,100/2020/nđ-cp_6
217,5dd167d18ee3ccd77cf7c4c58b1f0219,57/2020/tt-bqp_16
218,6c3abc133156fcfdeba19c2739ba735e,100/2019/nđ-cp_17
219,40456b64380aacd000ff2afcb8b6781b,18/2019/nđ-cp_3
220,d16b7429417352e5c0aa36df899eac1d,100/2019/nđ-cp_32
221,1409c388d28ba3e54ec3ded95be73025,100/2019/nđ-cp_44
222,f6d37853d4cad7a48eac9b409802aac0,88/2012/nđ-cp_6
223,7de31f0b7a4454f7cd84d80c2c7ca660,91/2015/qh13_443
224,a5ef5123a9aadb417bb06e13bb84384e,11/2017/tt-btnmt_11
225,9dc9a96b4eb786f179c2b65efc5f7d4a,03/2003/qh11_24
226,48317d3b298d2327e5eea5428638f39b,15/2018/tt-bvhttdl_5
227,ff3be43955f04b55a0d4d16c502b6d58,100/2019/nđ-cp_5
228,f4a44bdf87f5f1f542c6b882a135fd07,35/2014/tt-bca_19
229,3b0e13fbd4901577cd9650459e83fe5a,02/2019/nđ-cp_10
230,f947fec0b35e8aade2daf5adfa424c71,85/2020/nđ-cp_18
231,89c6e4c05793b05f839e5c3e5e50d13f,65/2018/nđ-cp_44
232,1b36aa1fb9276793ec56b235ccd6a090,158/2013/nđ-cp_19
233,1122df434eac2b89305b9c8f15b88885,59/2020/nđ-cp_7
234,8931309295c2d556032484b88c930a50,04/2021/nđ-cp_8
235,808d9b40858bba05be7a191b182be2ef,167/2013/nđ-cp_17
236,808d9b40858bba05be7a191b182be2ef,47/2014/qh13_33
237,98d8dd76cf027548da8ff26fe8c386c9,155/2020/nđ-cp_136
238,979364cdc7134bae3b0ea62f82e3c878,35/2011/tt-btc_3
239,cee2679f4661bb98b5e5678684c2e709,41/2019/qh14_85
240,8a7fce968498a49f39a17db45234ff13,41/2019/qh14_52
241,1f912d23dc37e77b2ea3138120057a1c,58/2020/tt-bca_10
242,ea981def12bb719c33bb049b7a90c113,13/2020/nđ-cp_13
243,b7c0525ffbd4396e5e33b62d892029ef,63/2019/nđ-cp_55
244,a95d1d22e11d8b45624d863bb4859baa,79/2018/nđ-cp_10
245,f5fece13e98ed10e6a9d4843e48c76c2,155/2020/nđ-cp_81
246,0202f4503f734361cede3c679872b2cc,126/2018/tt-btc_8
247,93096fd6861b8fb6bd2acb7e13399c49,91/2015/qh13_629
248,be81b738e73996709b393fd49e2af570,71/2020/nđ-cp_17
249,79b13dbf3be5ca068422ea5f83d30785,100/2019/nđ-cp_12
250,815bd7db5426807b4ba25784340e567b,18/2019/nđ-cp_3
251,aebf2d4a334e74b4313811c0995a583f,142/2020/nđ-cp_11
252,6b16769af8c1a2b2aaa44771f9eaaf1a,14/2019/tt-bxd_7
253,2c21e46ede30edcdc5d68ab1146a521d,13/2018/tt-byt_19
254,78d88ed42999d203afeb2c6142ee0ac8,98/2020/tt-btc_25
255,8ef40935eb4c1c7ddd355a2f0f694787,42/2016/tt-btnmt_3
256,dfaf2f5c11382ffcaebb34e004bf1675,142/2017/tt-btc_9
257,4edd5311b53e33a295deb10fd6cf7047,47/2011/tt-btc_3
258,3b66617a62bb6cf507e22b368ef83b70,01/2021/tt-btp_14
259,914c93622bc33053f1f3a5baa51bda75,151/2016/nđ-cp_4
260,914c93622bc33053f1f3a5baa51bda75,162/2017/tt-bqp_6
261,33866ca7b05a09ec6fb9e1adc92ff7b6,31/2019/nđ-cp_13
262,0aad55a0b7030f8e5e8f7ee38b63bd7d,20/2020/nđ-cp_11
263,882f6f03f17213a453677a46220c6222,19/2020/qđ-ttg_8
264,bb6bdb5056c28fa4e8b267bc89f851cf,11/2017/qh14_21
265,39af9fed1f9d7986fb6fb6f9893d48c1,16/2020/nđ-cp_13
266,b41469385e54e6275786e36c0540d6af,100/2019/nđ-cp_5
267,93a095b3bb5671b1c718b1c7b9d21a16,159/2018/nđ-cp_18
268,93a095b3bb5671b1c718b1c7b9d21a16,159/2018/nđ-cp_17
269,93a095b3bb5671b1c718b1c7b9d21a16,33/2019/tt-bgtvt_6
270,33ce5ed7f1228e285a61fbe037347f51,100/2019/nđ-cp_37
271,77bca7f8af692deb802bd360f4c264c4,82/2020/nđ-cp_15
272,1c06a80f4ea9f55a15371bcc9f9c4b71,100/2019/nđ-cp_5
273,648fc9238710cf14f701ad9bfa27ad5d,100/2019/nđ-cp_6
274,00c70a6019962d51d32d96622daa64b6,85/2015/qh13_29
275,e9687c3b2d243a839b8dc9889f3c6990,69/2014/tt-bgtvt_9
276,28da5f820e227e54b29c1922c0d106aa,35/2015/tt-bnnptnt_11
277,5c996f33975cf0db44002bc97dcdd3f1,109/2016/nđ-cp_9
278,9723192ee9230bd71ba7fee77725b7ec,19/2020/qđ-ttg_12
279,9ff39062f72792cacfb633d06feab618,43/2019/qh14_55
280,8f2aca4ddb5ea6767e7ca19ea60f4651,155/2020/nđ-cp_90
281,4fa97766b3f4f8da50226bd3eff42760,167/2013/nđ-cp_55
282,616d00b5a11583792ede2c0bd15b6f19,100/2019/nđ-cp_6
283,cc24cf1fffc852f58ef76ba35e0e224e,27/2018/tt-bvhttdl_5
284,41c8ef088b82790a835ddc744941e654,17/2016/tt-bqp_15
285,2ca30777283f113751b6c4833e66a369,82/2018/nđ-cp_23
286,4ad01dccc10ab7ea81571169f9ae2993,13/2019/nđ-cp_2
287,9249b71d8fed4421285a01b03555646c,130/2018/tt-btc_3
288,a678b82ff3c95b564f43b5bb14552c2c,29/2018/tt-btc_11
289,4ebdc69a747070042239965d25e9a176,19/2018/tt-blđtbxh_3
290,3f8d8503cf7aad35080cca3b88a45b71,76/2020/nđ-cp_9
291,78fc50dd364dfc92470c65718da04c89,06/2019/tt-bgtvt_3
292,2473a9fe026da546fb54c11e085e8016,100/2019/nđ-cp_5
293,f1129f4ec82c706cf048de07b93b37a4,118/2014/nđ-cp_2
294,a263143a09f3ae27d58862a8be9d8603,270/2016/tt-btc_2
295,2fa7daffff211a9c04ec875c454a443e,59/2020/nđ-cp_14
296,4f74241975c60567fd05a09a782a8f47,43/2016/tt-btnmt_6
297,48de0ceb5f1124911aa55b74aa6a5060,100/2019/nđ-cp_6
298,bb9029e833924b3d80741cca740bba5b,42/2016/tt-btnmt_3
299,08d76208dad8dde96a06d523746e4a1b,01/2015/ttlt-vpcp-bnv_2
300,763e72dbcb45b37f02351729537f6644,03/2020/tt-bgtvt_17
301,0c92434a6c970bb272f5245bacad5a40,21/2021/nđ-cp_48
302,a66cf4326d4358fd4ef69aeecaa9f67d,52/2020/nđ-cp_12
303,bcc4f52f5eeaa83977a85d37015fd732,344/2016/tt-btc_11
304,54f2fe65786ac9327cb24dc61279c55f,129/2015/nđ-cp_4
305,65c99adc82d7f5eb1ab16272897657cc,100/2019/nđ-cp_15
306,6a54a6e5f081356c2b04cab66eb254ee,22/2018/qđ-ttg_2
307,bca774d0b18dd0c677da375eaab8d38c,48/2019/nđ-cp_16
308,96fd45a0fe39eaa0dec1a0a473524f4c,18/2020/tt-btc_3
309,e2f5e5f8450bd6da6a2cb731e7cd93b5,53/2019/tt-bgtvt_3
310,b5f62c2eef4b34de0f9f5105674afd96,100/2019/nđ-cp_21
311,63f119bef81a9c0b668836d77612c281,155/2020/nđ-cp_10
312,9ec90810cc6d4616499ea8c0e835f8a2,01/2015/ttlt-vpcp-bnv_5
313,039a08ae0e5f3b15bae7b89bc0246b02,18/2019/nđ-cp_11
314,aab16e9ca95e5779b083596fae75767c,05/2018/ttlt-vksndtc-tandtc-bca-bqp_5
315,7a21934115e8b151803932ec02b2d9f1,73/2006/qh_38
316,99b33f6e966341e46ad6fb55067ee0de,01/2020/tt-tandtc_24
317,f88fdef5d97ca382bedcf5e54425382e,72/2020/nđ-cp_3
318,78bcb09d72e74133114d39a0f4ff78c7,73/2006/qh_37
319,9ee3517e10eb246a6bdfa919084113fa,20/2020/nđ-cp_13
320,82ac1f025c9d1d815d5740c54d06f6f0,05/2014/tt-ttcp_12
321,551236cea40e728d8c4fffa15de45614,08/2021/nđ-cp_8
322,0869dceb6887ee36cf36375f011654ac,20/2012/qh13_1
323,566209e4ade0b810bef680b6b65a2497,159/2018/nđ-cp_20
324,b783b5b5f9985e19cedec574c7c5d300,05/2017/qh14_47
325,0e07b597234565242f3608de2042ec6a,44/2020/nđ-cp_19
326,bbde910d148d6f1adff0ee4f9b10b4de,08/2012/tt-bca_3
327,e5010f1c24c3eb763c74a174b7ef665d,52/2020/nđ-cp_13
328,7a505936f5100e40e6010ed92c0c0a10,06/2019/nđ-cp_3
329,fec3e0f83d513ec13919a49dc1dd0ba6,73/2009/nđ-cp_7
330,9252fe3bc472603fe14467c8078f2ffb,54/2019/nđ-cp_2
331,782534618baf05a32f23e0a68dd63381,100/2019/nđ-cp_5
332,b99998cd09993202d452be4372167247,41/2019/qh14_133
333,17fa4b65c97471951ec3c086fe953a97,15/2020/nđ-cp_8
334,1ba8ed9a40917f6c1b8ef8c34b2de390,41/2018/tt-bnnptnt_17
335,4f30d50e031ecdaf6a58745e56ec10d8,37/2018/tt-btc_4
336,f84fbd62619fb422ebd0ebbc4595fcba,19/2018/tt-bct_32
337,62eac366c5d9517da129aa9d99fc5274,35/2019/tt-bgtvt_13
338,b3c02ee0acd2af90bcd91df763dda24d,63/2019/tt-btc_5
339,58d89c59b709faca01bf0adcc658397f,144/2013/nđ-cp_5
340,ea63c63c8d790e0d051d4394ce35a85d,51/2014/qh13_13
341,ab0e11fe757c61bb68371ca535d476d1,205/2013/tt-btc_10
342,5a86cb1005b80737e3227fb2eae4f287,38/2013/qh13_26
343,d4ffffae86f0fc243911c361efce9a0b,59/2020/qh14_185
344,8c59390a1d34ae7c3c12fdc65de8dd6b,31/2019/nđ-cp_22
345,ced7a8058753c3912caf1d1dd3fe6af4,146/2018/nđ-cp_15
346,ccc8a9c0578fe49359cf50f5b8f56369,152/2017/nđ-cp_4
347,ccc8a9c0578fe49359cf50f5b8f56369,38/2018/tt-blđtbxh_4
348,fa5b823699a4876be418211af840ee3b,15/2012/tt-bgtvt_4
349,6784bcbe6abcd6b5eb9b60e4b395cf55,100/2019/nđ-cp_5
350,f6b84aa98a506eb572bd402f978efa38,100/2019/nđ-cp_15
351,b0156e0748f2a363d699a5acab152483,100/2019/nđ-cp_6
352,03af707b7d5c2ffab7482f85e0e74540,155/2020/nđ-cp_270
353,752b567773b2be6a1043583d4871cbcb,26/2019/nđ-cp_3
354,a10296896992aa3717c859b3d5ec2a15,166/2018/nđ-cp_5
355,6fc693f00b914554019c963645dc5f89,50/2020/nđ-cp_7
356,859c32296497c85ffe50c28b783f0a58,28/2019/nđ-cp_19
357,3d4616342b737d8c55eee6caf26794ba,100/2019/nđ-cp_5
358,ce4d950d75b32bd6eac6901835692337,07/2019/tt-bvhttdl_31
359,ce4d950d75b32bd6eac6901835692337,91/2017/nđ-cp_67
360,76bbe7179ee3b09a77908d2f04be6568,20/2018/qđ-ttg_6
361,955c1c6c0a7d7f1bcc3c8d952419e43d,21/2021/nđ-cp_34
362,3f4c11f41c641c56503e1fb9396f1623,04/2021/nđ-cp_11
363,9883b4438dc4a426ff905123b0de0a1d,100/2019/nđ-cp_12
364,bd89b1a43e0c19bfa6f4b10a1eb97f21,11/2020/tt-bgdđt_3
365,6a0eab5dcc769ec99c22016627f1ccc3,06/2021/nđ-cp_8
366,57a8706684b6dde44950c528db1666a6,06/2019/tt-bnnptnt_3
367,f748149c6b27afd43134a8c0be2adad8,59/2020/nđ-cp_10
368,eb963b6af5e3414eab1cae06a6bda464,71/2019/nđ-cp_61
369,9790aa611a815aa9afcdc8620f67fd04,44/2020/nđ-cp_14
