question_id,corpus_id
0008484,0022660_91_2015_QH13
0008485,0015586_52_2014_QH13
0008485,0015587_52_2014_QH13
0008485,0015588_52_2014_QH13
0008486,0022376_91_2015_QH13
0008488,0014149_48_2019_QH14
0008488,0014153_48_2019_QH14
0008488,0014160_48_2019_QH14
0008488,0014158_48_2019_QH14
0008488,0014151_48_2019_QH14
0008489,0020452_78_2015_QH13
0008493,0023237_92_2015_QH13
0008496,0018089_65_2014_QH13
0008496,0018088_65_2014_QH13
0008498,0021990_91_2015_QH13
0008498,0021991_91_2015_QH13
0008499,0016536_59_2014_QH13
0008499,0016537_59_2014_QH13
0008499,0016531_59_2014_QH13
0008502,0015450_52_2010_QH12
0008502,0015589_52_2014_QH13
0008502,0015448_52_2010_QH12
0008506,0020453_78_2015_QH13
0008506,0014156_48_2019_QH14
0008506,0020452_78_2015_QH13
0008509,0022586_91_2015_QH13
0008509,0022585_91_2015_QH13
0008509,0022587_91_2015_QH13
0008510,0022014_91_2015_QH13
0008510,0022015_91_2015_QH13
0008512,0017198_60_2014_QH13
0008515,0018953_68_2020_QH14
0008526,0015512_52_2014_QH13
0008529,0017158_60_2014_QH13
0008531,0014307_49_2019_QH14
0008532,0020414_78_2015_QH13
0008534,0020414_78_2015_QH13
0008535,0015561_52_2014_QH13
0008536,0022081_91_2015_QH13
0008537,0022441_91_2015_QH13
0008537,0022442_91_2015_QH13
0008540,0022661_91_2015_QH13
0008542,0014361_49_2019_QH14
0008542,0014364_49_2019_QH14
0008543,0002575_100_2015_QH13
0008545,0017211_60_2014_QH13
0008545,0017212_60_2014_QH13
0008545,0017189_60_2014_QH13
0008549,0017229_60_2014_QH13
0008551,0020452_78_2015_QH13
0008551,0014155_48_2019_QH14
0008556,0002667_100_2015_QH13
0008557,0018089_65_2014_QH13
0008560,0015436_52_2010_QH12
0008560,0015456_52_2010_QH12
0008563,0022220_91_2015_QH13
0008564,0015490_52_2014_QH13
0008564,0015505_52_2014_QH13
0008567,0016552_59_2014_QH13
0008569,0018976_68_2020_QH14
0008570,0015533_52_2014_QH13
0008570,0015547_52_2014_QH13
0008570,0015534_52_2014_QH13
0008570,0022178_91_2015_QH13
0008570,0015543_52_2014_QH13
0008576,0016311_58_2014_QH13
0008576,0016310_58_2014_QH13
0008576,0013604_45_2019_QH14
0008576,0016316_58_2014_QH13
0008576,0013601_45_2019_QH14
0008577,0022840_92_2015_QH13
0008577,0022839_92_2015_QH13
0008579,0013014_45_2013_QH13
0008584,0021961_91_2015_QH13
0008584,0021959_91_2015_QH13
0008584,0017190_60_2014_QH13
0008586,0014432_50_2005_QH11
0008586,0014433_50_2005_QH11
0008591,0016563_59_2014_QH13
0008592,0015561_52_2014_QH13
0008593,0022080_91_2015_QH13
0008598,0015564_52_2014_QH13
0008598,0015567_52_2014_QH13
0008598,0015565_52_2014_QH13
0008598,0015563_52_2014_QH13
0008600,0022449_91_2015_QH13
0008601,0003396_101_2015_QH13
0008601,0003395_101_2015_QH13
0008602,0023687_93_2015_QH13
0008602,0023021_92_2015_QH13
0008603,0017903_65_2014_QH13
0008603,0018609_66_2014_QH13
0008603,0017904_65_2014_QH13
0008604,0022403_91_2015_QH13
0008607,0013181_45_2013_QH13
0008608,0003023_100_2015_QH13
0008608,0003022_100_2015_QH13
0008608,0003021_100_2015_QH13
0008608,0003019_100_2015_QH13
0008608,0003020_100_2015_QH13
0008609,0017230_60_2014_QH13
0008612,0015551_52_2014_QH13
0008612,0015553_52_2014_QH13
0008617,0022328_91_2015_QH13
0008620,0015557_52_2014_QH13
0008620,0023283_92_2015_QH13
0008620,0015559_52_2014_QH13
0008622,0009550_26_2008_QH12
0008632,0005099_10_2022_QH15
0008632,0005096_10_2022_QH15
0008632,0005068_10_2022_QH15
0008633,0015592_52_2014_QH13
0008633,0015593_52_2014_QH13
0008633,0015596_52_2014_QH13
0008634,0022619_91_2015_QH13
0008634,0022660_91_2015_QH13
0008635,0022872_92_2015_QH13
0008635,0022708_92_2015_QH13
0008635,0022851_92_2015_QH13
0008641,0017202_60_2014_QH13
0008641,0017179_60_2014_QH13
0008643,0024637_96_2015_QH13
0008643,0024638_96_2015_QH13
0008649,0009983_28_2009_QH12
0008649,0009981_28_2009_QH12
0008651,0021963_91_2015_QH13
0008651,0021964_91_2015_QH13
0008652,0022645_91_2015_QH13
0008653,0015555_52_2014_QH13
0008653,0015559_52_2014_QH13
0008656,0019929_75_2006_QH11
0008659,0021937_91_2015_QH13
0008660,0009145_24_2008_QH12
0008660,0009146_24_2008_QH12
0008660,0009147_24_2008_QH12
0008660,0009129_24_2008_QH12
0008667,0022670_91_2015_QH13
0008669,0015596_52_2014_QH13
0008669,0015597_52_2014_QH13
0008669,0015595_52_2014_QH13
0008670,0022467_91_2015_QH13
0008670,0022468_91_2015_QH13
0008671,0009124_24_2008_QH12
0008671,0009125_24_2008_QH12
0008673,0022651_91_2015_QH13
0008675,0020452_78_2015_QH13
0008675,0020453_78_2015_QH13
0008681,0020453_78_2015_QH13
0008681,0020452_78_2015_QH13
0008684,0015546_52_2014_QH13
0008684,0015544_52_2014_QH13
0008684,0015543_52_2014_QH13
0008684,0015567_52_2014_QH13
0008685,0022668_91_2015_QH13
0008686,0009525_26_2008_QH12
0008688,0022556_91_2015_QH13
0008690,0015635_52_2014_QH13
0008691,0022454_91_2015_QH13
0008691,0022453_91_2015_QH13
0008691,0022446_91_2015_QH13
0008693,0023090_92_2015_QH13
0008693,0023750_93_2015_QH13
0008695,0022218_91_2015_QH13
0008699,0015559_52_2014_QH13
0008699,0015560_52_2014_QH13
0008699,0015555_52_2014_QH13
0008700,0015593_52_2014_QH13
0008700,0015592_52_2014_QH13
0008700,0015596_52_2014_QH13
0008701,0014496_50_2005_QH11
0008701,0014495_50_2005_QH11
0008702,0015636_52_2014_QH13
0008702,0015630_52_2014_QH13
0008702,0015632_52_2014_QH13
0008702,0015628_52_2014_QH13
0008707,0002627_100_2015_QH13
0008707,0002628_100_2015_QH13
0008710,0022630_91_2015_QH13
0008710,0022636_91_2015_QH13
0008710,0022629_91_2015_QH13
0008714,0022631_91_2015_QH13
0008718,0013291_45_2013_QH13
0008718,0013278_45_2013_QH13
0008718,0013318_45_2013_QH13
0008720,0015630_52_2014_QH13
0008720,0015632_52_2014_QH13
0008720,0015628_52_2014_QH13
0008721,0018081_65_2014_QH13
0008721,0018021_65_2014_QH13
0008723,0007515_19_2012_QH13
0008723,0007512_19_2012_QH13
0008726,0023071_92_2015_QH13
0008726,0023072_92_2015_QH13
0008727,0015592_52_2014_QH13
0008727,0015593_52_2014_QH13
0008728,0022197_91_2015_QH13
0008729,0017201_60_2014_QH13
0008729,0017179_60_2014_QH13
0008729,0017200_60_2014_QH13
0008732,0022659_91_2015_QH13
0008732,0022660_91_2015_QH13
0008735,0014430_50_2005_QH11
0008735,0014429_50_2005_QH11
0008736,0015598_52_2014_QH13
0008736,0015600_52_2014_QH13
0008736,0015599_52_2014_QH13
0008737,0022648_91_2015_QH13
0008737,0022645_91_2015_QH13
0008739,0022486_91_2015_QH13
0008739,0022484_91_2015_QH13
0008739,0022487_91_2015_QH13
0008739,0022485_91_2015_QH13
0008745,0015506_52_2014_QH13
0008751,0022925_92_2015_QH13
0008754,0018989_68_2020_QH14
0008759,0022598_91_2015_QH13
0008761,0018970_68_2020_QH14
0008763,0022115_91_2015_QH13
0008767,0015419_52_2010_QH12
0008769,0007499_19_2012_QH13
0008772,0016552_59_2014_QH13
0008776,0020457_78_2015_QH13
0008777,0015535_52_2014_QH13
0008778,0004147_102_2016_QH13
0008785,0015507_52_2014_QH13
0008785,0015506_52_2014_QH13
0008786,0024032_94_2015_QH13
0008788,0018965_68_2020_QH14
0008790,0022463_91_2015_QH13
0008790,0022465_91_2015_QH13
0008790,0022461_91_2015_QH13
0008791,0023207_92_2015_QH13
0008791,0003797_101_2015_QH13
0008791,0023870_93_2015_QH13
0008792,0022482_91_2015_QH13
0008792,0022487_91_2015_QH13
0008792,0022483_91_2015_QH13
0008794,0022650_91_2015_QH13
0008794,0022609_91_2015_QH13
0008799,0021959_91_2015_QH13
0008799,0021961_91_2015_QH13
0008799,0017190_60_2014_QH13
0008800,0017179_60_2014_QH13
0008802,0022450_91_2015_QH13
0008803,0016536_59_2014_QH13
0008803,0016537_59_2014_QH13
0008803,0016531_59_2014_QH13
0008803,0016570_59_2014_QH13
0008805,0002652_100_2015_QH13
0008805,0002653_100_2015_QH13
0008806,0002613_100_2015_QH13
0008806,0002612_100_2015_QH13
0008811,0015435_52_2010_QH12
0008814,0022453_91_2015_QH13
0008814,0022454_91_2015_QH13
0008814,0022446_91_2015_QH13
0008816,0015432_52_2010_QH12
0008816,0015433_52_2010_QH12
0008821,0015506_52_2014_QH13
0008821,0015510_52_2014_QH13
0008823,0022187_91_2015_QH13
0008829,0022649_91_2015_QH13
0008829,0022648_91_2015_QH13
0008829,0022658_91_2015_QH13
0008831,0016565_59_2014_QH13
0008831,0016566_59_2014_QH13
0008833,0014306_49_2019_QH14
0008834,0000508_04_2007_QH12
0008835,0009124_24_2008_QH12
0008835,0009131_24_2008_QH12
0008837,0022584_91_2015_QH13
0008843,0015506_52_2014_QH13
0008844,0022089_91_2015_QH13
0008845,0022737_92_2015_QH13
0008846,0022117_91_2015_QH13
0008846,0022116_91_2015_QH13
0008849,0022650_91_2015_QH13
0008853,0015547_52_2014_QH13
0008853,0015533_52_2014_QH13
0008853,0015543_52_2014_QH13
0008855,0020452_78_2015_QH13
0008855,0014155_48_2019_QH14
0008855,0020453_78_2015_QH13
0008864,0022621_91_2015_QH13
0008864,0022622_91_2015_QH13
0008866,0022036_91_2015_QH13
0008867,0020452_78_2015_QH13
0008873,0013185_45_2013_QH13
0008878,0017178_60_2014_QH13
0008879,0022522_91_2015_QH13
0008885,0018095_65_2014_QH13
0008885,0022183_91_2015_QH13
0008888,0023709_93_2015_QH13
0008888,0003658_101_2015_QH13
0008888,0023043_92_2015_QH13
0008890,0020453_78_2015_QH13
0008890,0020452_78_2015_QH13
0008890,0014156_48_2019_QH14
0008895,0023130_92_2015_QH13
0008895,0023803_93_2015_QH13
0008902,0018103_65_2014_QH13
0008902,0018101_65_2014_QH13
0008905,0015452_52_2010_QH12
0008905,0015453_52_2010_QH12
0008905,0015454_52_2010_QH12
0008905,0015419_52_2010_QH12
0008905,0015470_52_2010_QH12
0008906,0019605_73_2006_QH11
0008907,0014153_48_2019_QH14
0008907,0014158_48_2019_QH14
0008907,0014154_48_2019_QH14
0008908,0014307_49_2019_QH14
0008911,0006951_16_1999_QH10
0008912,0015530_52_2014_QH13
0008914,0022586_91_2015_QH13
0008917,0022031_91_2015_QH13
0008918,0022767_92_2015_QH13
0008920,0015596_52_2014_QH13
0008920,0015592_52_2014_QH13
0008922,0022442_91_2015_QH13
0008923,0022660_91_2015_QH13
0008925,0020452_78_2015_QH13
0008926,0015439_52_2010_QH12
0008927,0015533_52_2014_QH13
0008927,0015546_52_2014_QH13
0008927,0015543_52_2014_QH13
0008927,0015547_52_2014_QH13
0008927,0015538_52_2014_QH13
0008928,0015452_52_2010_QH12
0008928,0015453_52_2010_QH12
0008928,0015454_52_2010_QH12
0008930,0015633_52_2014_QH13
0008930,0015636_52_2014_QH13
0008931,0014357_49_2019_QH14
0008933,0015432_52_2010_QH12
0008933,0015425_52_2010_QH12
0008933,0015441_52_2010_QH12
0008934,0022582_91_2015_QH13
0008935,0014297_49_2019_QH14
0008937,0022610_91_2015_QH13
0008938,0000508_04_2007_QH12
0008939,0022597_91_2015_QH13
0008945,0015032_50_2014_QH13
0008945,0015033_50_2014_QH13
0008948,0022660_91_2015_QH13
0008951,0015094_51_2005_QH11
0008951,0015091_51_2005_QH11
0008953,0022317_91_2015_QH13
0008956,0014522_50_2005_QH11
0008957,0015097_51_2005_QH11
0008959,0015608_52_2014_QH13
0008959,0015610_52_2014_QH13
0008961,0020452_78_2015_QH13
0008961,0020453_78_2015_QH13
0008967,0022293_91_2015_QH13
0008967,0022291_91_2015_QH13
0008972,0024174_95_2015_QH13
0008972,0024175_95_2015_QH13
0008972,0024173_95_2015_QH13
0008973,0023283_92_2015_QH13
0008974,0015540_52_2014_QH13
0008977,0015441_52_2010_QH12
0008977,0015442_52_2010_QH12
0008977,0015443_52_2010_QH12
0008983,0022658_91_2015_QH13
0008983,0022619_91_2015_QH13
0008983,0022660_91_2015_QH13
0008985,0015596_52_2014_QH13
0008985,0015595_52_2014_QH13
0008986,0021179_85_2015_QH13
0008990,0022635_91_2015_QH13
0008991,0015567_52_2014_QH13
0008991,0015573_52_2014_QH13
0008991,0015544_52_2014_QH13
0008992,0007534_19_2012_QH13
0008992,0007533_19_2012_QH13
0008993,0022000_91_2015_QH13
0008993,0022001_91_2015_QH13
0008997,0015555_52_2014_QH13
0008997,0015559_52_2014_QH13
0008997,0015560_52_2014_QH13
0008999,0016311_58_2014_QH13
0008999,0016320_58_2014_QH13
0008999,0016322_58_2014_QH13
0009001,0018972_68_2020_QH14
0009001,0018963_68_2020_QH14
0009002,0014462_50_2005_QH11
0009005,0003074_100_2015_QH13
0009006,0022008_91_2015_QH13
0009008,0009980_28_2009_QH12
0009009,0022180_91_2015_QH13
0009010,0022624_91_2015_QH13
0009010,0022670_91_2015_QH13
0009011,0022957_92_2015_QH13
0009015,0022641_91_2015_QH13
0009016,0015507_52_2014_QH13
0009017,0018949_68_2020_QH14
0009019,0015547_52_2014_QH13
0009019,0015536_52_2014_QH13
0009019,0022178_91_2015_QH13
0009021,0011451_37_2018_QH14
0009021,0020403_78_2015_QH13
0009023,0009166_24_2008_QH12
0009026,0015609_52_2014_QH13
0009026,0015614_52_2014_QH13
0009026,0015611_52_2014_QH13
0009028,0015602_52_2014_QH13
0009030,0022949_92_2015_QH13
0009030,0023991_93_2015_QH13
0009036,0020423_78_2015_QH13
0009040,0014353_49_2019_QH14
0009040,0014348_49_2019_QH14
0009040,0014351_49_2019_QH14
0009040,0014350_49_2019_QH14
0009040,0014349_49_2019_QH14
0009041,0015548_52_2014_QH13
0009041,0022178_91_2015_QH13
0009041,0015536_52_2014_QH13
0009041,0015529_52_2014_QH13
0009046,0015431_52_2010_QH12
0009049,0015162_51_2010_QH12
0009054,0022012_91_2015_QH13
0009054,0022013_91_2015_QH13
0009054,0022011_91_2015_QH13
0009057,0015564_52_2014_QH13
0009057,0015567_52_2014_QH13
0009059,0018972_68_2020_QH14
0009059,0018973_68_2020_QH14
0009064,0022442_91_2015_QH13
0009065,0017194_60_2014_QH13
0009068,0014348_49_2019_QH14
0009068,0014349_49_2019_QH14
0009068,0014353_49_2019_QH14
0009068,0014351_49_2019_QH14
0009068,0014350_49_2019_QH14
0009073,0015619_52_2014_QH13
0009077,0021971_91_2015_QH13
0009082,0015506_52_2014_QH13
0009087,0022445_91_2015_QH13
0009091,0019899_75_2006_QH11
0009091,0019910_75_2006_QH11
0009091,0019904_75_2006_QH11
0009096,0022056_91_2015_QH13
0009098,0019897_75_2006_QH11
0009098,0019908_75_2006_QH11
0009098,0019909_75_2006_QH11
0009098,0019896_75_2006_QH11
0009098,0019898_75_2006_QH11
0009100,0014314_49_2019_QH14
0009102,0022387_91_2015_QH13
0009104,0015432_52_2010_QH12
0009104,0015441_52_2010_QH12
0009104,0015425_52_2010_QH12
0009105,0002667_100_2015_QH13
0009109,0022586_91_2015_QH13
0009109,0022585_91_2015_QH13
0009109,0022587_91_2015_QH13
0009112,0024647_96_2015_QH13
0009118,0022080_91_2015_QH13
0009118,0022084_91_2015_QH13
0009120,0005065_10_2022_QH15
0009120,0005064_10_2022_QH15
0009120,0005070_10_2022_QH15
0009120,0005068_10_2022_QH15
0009120,0005096_10_2022_QH15
0009122,0015560_52_2014_QH13
0009123,0022461_91_2015_QH13
0009123,0022462_91_2015_QH13
0009123,0022464_91_2015_QH13
0009125,0022519_91_2015_QH13
0009127,0022835_92_2015_QH13
0009129,0018103_65_2014_QH13
0009129,0018101_65_2014_QH13
0009133,0015498_52_2014_QH13
0009133,0015610_52_2014_QH13
0009136,0022704_92_2015_QH13
0009136,0003204_101_2015_QH13
0009139,0022450_91_2015_QH13
0009141,0022018_91_2015_QH13
0009143,0017195_60_2014_QH13
0009146,0017201_60_2014_QH13
0009148,0002074_08_2022_QH15
0009150,0022619_91_2015_QH13
0009150,0022660_91_2015_QH13
0009150,0022663_91_2015_QH13
0009152,0014467_50_2005_QH11
0009153,0016560_59_2014_QH13
0009153,0016561_59_2014_QH13
0009157,0022588_91_2015_QH13
0009162,0021961_91_2015_QH13
0009165,0015490_52_2014_QH13
0009165,0015491_52_2014_QH13
0009168,0022669_91_2015_QH13
0009169,0015567_52_2014_QH13
0009172,0006994_16_2012_QH13
0009180,0022624_91_2015_QH13
0009180,0022670_91_2015_QH13
0009182,0016561_59_2014_QH13
0009182,0016560_59_2014_QH13
0009182,0016563_59_2014_QH13
0009184,0022343_91_2015_QH13
0009185,0022068_91_2015_QH13
0009185,0022084_91_2015_QH13
0009185,0022080_91_2015_QH13
0009185,0022082_91_2015_QH13
0009186,0022425_91_2015_QH13
0009187,0022148_91_2015_QH13
0009193,0015432_52_2010_QH12
0009193,0015441_52_2010_QH12
0009194,0022293_91_2015_QH13
0009196,0022288_91_2015_QH13
0009198,0015099_51_2005_QH11
0009198,0015100_51_2005_QH11
0009201,0021961_91_2015_QH13
0009201,0021962_91_2015_QH13
0009202,0013355_45_2013_QH13
0009205,0015533_52_2014_QH13
0009213,0009978_28_2009_QH12
0009214,0022058_91_2015_QH13
0009216,0023126_92_2015_QH13
0009216,0003735_101_2015_QH13
0009216,0023798_93_2015_QH13
0009216,0023125_92_2015_QH13
0009216,0023799_93_2015_QH13
0009218,0022070_91_2015_QH13
0009219,0022606_91_2015_QH13
0009219,0022605_91_2015_QH13
0009221,0015593_52_2014_QH13
0009221,0015592_52_2014_QH13
0009221,0015595_52_2014_QH13
0009223,0018953_68_2020_QH14
0009225,0022487_91_2015_QH13
0009225,0022484_91_2015_QH13
0009225,0022485_91_2015_QH13
0009225,0022486_91_2015_QH13
0009226,0022549_91_2015_QH13
0009227,0016555_59_2014_QH13
0009228,0015432_52_2010_QH12
0009228,0015441_52_2010_QH12
0009228,0015433_52_2010_QH12
0009229,0017205_60_2014_QH13
0009229,0017182_60_2014_QH13
0009231,0022650_91_2015_QH13
0009233,0015596_52_2014_QH13
0009233,0015597_52_2014_QH13
0009233,0015592_52_2014_QH13
0009236,0022624_91_2015_QH13
0009236,0022670_91_2015_QH13
0009237,0022642_91_2015_QH13
0009242,0022925_92_2015_QH13
0009243,0018969_68_2020_QH14
0009246,0022453_91_2015_QH13
0009246,0022454_91_2015_QH13
0009246,0022449_91_2015_QH13
0009253,0015557_52_2014_QH13
0009253,0023283_92_2015_QH13
0009254,0022302_91_2015_QH13
0009259,0009118_24_2008_QH12
0009261,0009110_24_2008_QH12
0009262,0015508_52_2014_QH13
0009262,0015509_52_2014_QH13
0009262,0015510_52_2014_QH13
0009265,0016557_59_2014_QH13
0009266,0016464_59_2010_QH12
0009272,0022287_91_2015_QH13
0009272,0022286_91_2015_QH13
0009276,0009980_28_2009_QH12
0009281,0022058_91_2015_QH13
0009282,0022635_91_2015_QH13
0009283,0022624_91_2015_QH13
0009285,0021967_91_2015_QH13
0009288,0024085_94_2015_QH13
0009288,0024081_94_2015_QH13
0009289,0009988_28_2009_QH12
0009290,0022001_91_2015_QH13
0009295,0022089_91_2015_QH13
0009296,0015534_52_2014_QH13
0009296,0015533_52_2014_QH13
0009296,0015547_52_2014_QH13
0009297,0004289_103_2016_QH13
0009301,0022453_91_2015_QH13
0009301,0022454_91_2015_QH13
0009304,0013192_45_2013_QH13
0009304,0013193_45_2013_QH13
0009304,0013191_45_2013_QH13
0009305,0015590_52_2014_QH13
0009308,0022177_91_2015_QH13
0009309,0022658_91_2015_QH13
0009309,0022628_91_2015_QH13
0009309,0022653_91_2015_QH13
0009310,0022661_91_2015_QH13
0009311,0022849_92_2015_QH13
0009311,0023590_93_2015_QH13
0009311,0009014_23_2018_QH14
0009313,0018969_68_2020_QH14
0009315,0021961_91_2015_QH13
0009316,0022099_91_2015_QH13
0009316,0022087_91_2015_QH13
0009316,0022097_91_2015_QH13
0009319,0022660_91_2015_QH13
0009328,0009137_24_2008_QH12
0009328,0009138_24_2008_QH12
0009328,0009129_24_2008_QH12
0009330,0016552_59_2014_QH13
0009330,0016553_59_2014_QH13
0009344,0022290_91_2015_QH13
0009353,0015515_52_2014_QH13
0009353,0015631_52_2014_QH13
0009353,0015629_52_2014_QH13
0009354,0018961_68_2020_QH14
0009354,0018962_68_2020_QH14
0009355,0014325_49_2019_QH14
0009355,0014326_49_2019_QH14
0009355,0014336_49_2019_QH14
0009356,0021980_91_2015_QH13
0009356,0018938_68_2020_QH14
0009358,0022631_91_2015_QH13
0009359,0023283_92_2015_QH13
0009363,0022452_91_2015_QH13
0009364,0015592_52_2014_QH13
0009364,0015593_52_2014_QH13
0009364,0015595_52_2014_QH13
0009368,0022660_91_2015_QH13
0009368,0022619_91_2015_QH13
0009371,0015506_52_2014_QH13
0009372,0022658_91_2015_QH13
0009375,0018972_68_2020_QH14
0009375,0018963_68_2020_QH14
0009381,0014679_50_2005_QH11
0009388,0022537_91_2015_QH13
0009391,0009987_28_2009_QH12
0009393,0015419_52_2010_QH12
0009393,0015484_52_2010_QH12
0009393,0015452_52_2010_QH12
0009394,0018085_65_2014_QH13
0009394,0018082_65_2014_QH13
0009395,0022634_91_2015_QH13
0009397,0015520_52_2014_QH13
0009397,0021982_91_2015_QH13
0009397,0018940_68_2020_QH14
0009399,0015592_52_2014_QH13
0009399,0015593_52_2014_QH13
0009399,0015562_52_2014_QH13
0009401,0015572_52_2014_QH13
0009407,0022045_91_2015_QH13
0009411,0014398_50_2005_QH11
0009413,0013182_45_2013_QH13
0009414,0022449_91_2015_QH13
0009414,0022448_91_2015_QH13
0009417,0022160_91_2015_QH13
0009424,0009124_24_2008_QH12
0009424,0009125_24_2008_QH12
0009426,0022649_91_2015_QH13
0009426,0022648_91_2015_QH13
0009427,0014471_50_2005_QH11
0009428,0015633_52_2014_QH13
0009428,0015636_52_2014_QH13
0009429,0022063_91_2015_QH13
0009435,0015435_52_2010_QH12
0009435,0015463_52_2010_QH12
0009435,0015466_52_2010_QH12
0009437,0022452_91_2015_QH13
0009439,0024606_96_2015_QH13
0009440,0015555_52_2014_QH13
0009440,0015559_52_2014_QH13
0009441,0002460_100_2015_QH13
0009441,0022599_91_2015_QH13
0009442,0015474_52_2010_QH12
0009447,0021976_91_2015_QH13
0009447,0021977_91_2015_QH13
0009451,0020439_78_2015_QH13
0009451,0020438_78_2015_QH13
0009451,0020440_78_2015_QH13
0009453,0022318_91_2015_QH13
0009455,0020452_78_2015_QH13
0009455,0020453_78_2015_QH13
0009456,0022581_91_2015_QH13
0009456,0015584_52_2014_QH13
0009460,0022632_91_2015_QH13
0009460,0022636_91_2015_QH13
0009462,0015555_52_2014_QH13
0009462,0015560_52_2014_QH13
0009462,0015559_52_2014_QH13
0009463,0015510_52_2014_QH13
0009463,0015511_52_2014_QH13
0009466,0014589_50_2005_QH11
0009466,0014590_50_2005_QH11
0009468,0014543_50_2005_QH11
0009469,0017179_60_2014_QH13
0009469,0017201_60_2014_QH13
0009475,0015506_52_2014_QH13
0009479,0022379_91_2015_QH13
0009480,0022033_91_2015_QH13
0009484,0022649_91_2015_QH13
0009484,0022648_91_2015_QH13
0009489,0015561_52_2014_QH13
0009491,0022069_91_2015_QH13
0009492,0022647_91_2015_QH13
0009492,0022658_91_2015_QH13
0009492,0022668_91_2015_QH13
0009493,0015425_52_2010_QH12
0009496,0013175_45_2013_QH13
0009497,0022016_91_2015_QH13
0009498,0022402_91_2015_QH13
0009499,0015421_52_2010_QH12
0009501,0015546_52_2014_QH13
0009501,0015543_52_2014_QH13
0009501,0015567_52_2014_QH13
0009504,0019885_75_2006_QH11
0009505,0014933_50_2014_QH13
0009505,0014945_50_2014_QH13
0009506,0008877_23_2012_QH13
0009506,0008878_23_2012_QH13
0009507,0022070_91_2015_QH13
0009512,0017178_60_2014_QH13
0009513,0003039_100_2015_QH13
0009515,0017167_60_2014_QH13
0009515,0017169_60_2014_QH13
0009516,0015592_52_2014_QH13
0009516,0015593_52_2014_QH13
0009516,0015594_52_2014_QH13
0009522,0003631_101_2015_QH13
0009522,0003632_101_2015_QH13
0009524,0015603_52_2014_QH13
0009524,0015620_52_2014_QH13
0009524,0015619_52_2014_QH13
0009525,0009121_24_2008_QH12
0009525,0009120_24_2008_QH12
0009525,0009122_24_2008_QH12
0009529,0015605_52_2014_QH13
0009529,0015604_52_2014_QH13
0009530,0007538_19_2012_QH13
0009530,0007539_19_2012_QH13
0009537,0022189_91_2015_QH13
0009541,0021391_86_2015_QH13
0009542,0021987_91_2015_QH13
0009542,0021989_91_2015_QH13
0009544,0018959_68_2020_QH14
0009548,0015575_52_2014_QH13
0009550,0022375_91_2015_QH13
0009551,0015594_52_2014_QH13
0009551,0015595_52_2014_QH13
0009552,0022623_91_2015_QH13
0009552,0022619_91_2015_QH13
0009552,0022658_91_2015_QH13
0009559,0022586_91_2015_QH13
0009560,0015546_52_2014_QH13
0009560,0015544_52_2014_QH13
0009560,0015540_52_2014_QH13
0009560,0015543_52_2014_QH13
0009560,0015545_52_2014_QH13
0009562,0004951_10_2022_QH15
0009565,0022571_91_2015_QH13
0009566,0002610_100_2015_QH13
0009570,0022448_91_2015_QH13
0009573,0017171_60_2014_QH13
0009579,0016558_59_2014_QH13
0009579,0016532_59_2014_QH13
0009579,0016561_59_2014_QH13
0009579,0016563_59_2014_QH13
0009583,0017178_60_2014_QH13
0009586,0004134_102_2016_QH13
0009587,0022606_91_2015_QH13
0009588,0013394_45_2013_QH13
0009588,0013241_45_2013_QH13
0009588,0013186_45_2013_QH13
0009588,0013187_45_2013_QH13
0009590,0015598_52_2014_QH13
0009590,0015599_52_2014_QH13
0009595,0017176_60_2014_QH13
0009596,0014336_49_2019_QH14
0009596,0014333_49_2019_QH14
0009597,0002670_100_2015_QH13
0009599,0022989_92_2015_QH13
0009599,0023657_93_2015_QH13
0009600,0004124_102_2016_QH13
0009601,0016554_59_2014_QH13
0009602,0018967_68_2020_QH14
0009602,0018968_68_2020_QH14
0009602,0018947_68_2020_QH14
0009606,0022627_91_2015_QH13
0009606,0022632_91_2015_QH13
0009609,0016316_58_2014_QH13
0009609,0016312_58_2014_QH13
0009613,0023278_92_2015_QH13
0009616,0022449_91_2015_QH13
0009616,0022450_91_2015_QH13
0009616,0022453_91_2015_QH13
0009616,0022446_91_2015_QH13
0009619,0022612_91_2015_QH13
0009622,0015555_52_2014_QH13
0009623,0014341_49_2019_QH14
0009623,0014342_49_2019_QH14
0009626,0022604_91_2015_QH13
0009627,0021963_91_2015_QH13
0009630,0022441_91_2015_QH13
0009630,0022442_91_2015_QH13
0009631,0022456_91_2015_QH13
0009631,0022460_91_2015_QH13
0009631,0022468_91_2015_QH13
0009635,0022867_92_2015_QH13
0009642,0013355_45_2013_QH13
0009642,0013356_45_2013_QH13
0009646,0009939_28_2009_QH12
0009651,0022284_91_2015_QH13
0009651,0022285_91_2015_QH13
0009651,0022282_91_2015_QH13
0009651,0022283_91_2015_QH13
0009652,0009929_28_2009_QH12
0009658,0015560_52_2014_QH13
0009658,0015559_52_2014_QH13
0009658,0015555_52_2014_QH13
0009659,0022068_91_2015_QH13
0009659,0022082_91_2015_QH13
0009661,0013582_45_2019_QH14
0009662,0021932_91_2015_QH13
0009665,0022072_91_2015_QH13
0009667,0022015_91_2015_QH13
0009667,0022014_91_2015_QH13
0009669,0014622_50_2005_QH11
0009669,0014615_50_2005_QH11
0009670,0022635_91_2015_QH13
